course-code,learning-outcomes-id,learning-outcomes
MGMT4018,3,Determine the appropriate qualitative or mixed methodology to acquire evidence relevant to the research questions
MGMT4018,4,Acquire a body of evidence using appropriate research methods
MGMT4018,5,Critically analyse the gathered evidence using appropriate method of analysis
MGMT4018,6,Synthesise findings from the pilot study to inform relevant academic literature and professional practice
MGMT4018,7,Produce structured written and oral proposals of the proposed full study including the findings from the pilot study
MGMT4019,1,Identify the circumstances that call for advanced quantitative research methods
MGMT4019,2,Discuss the formulation of the research question to be investigated
MGMT4019,3,Formalise hypotheses that are in line with the research question
MGMT4019,4,Use the appropriate method of research to collect data relevant to the hypotheses
MGMT4019,5,Critically evaluate the analytical strengths and limitations of the different empirical research methods
MGMT4019,6,Develop appropriate analytical strategies to test the specific hypothesis
MGMT4019,7,Use relevant software tools to implement hypothesis testing
MGMT4019,8,Critically interpret and discuss results of analyses through appropriate engagement with extant knowledge and theories
MGMT4019,9,"Synthesise findings, their meanings and subsequent recommendations competently in a structured written report"
MGMT4500,1,Problematise within a relevant discipline through both theoretical and empirical critical analysis.
MGMT4500,2,Translate the problem into a set of clearly defined research questions to enable a scientific approach.
MGMT4500,3,Determine the appropriate research design and methodology to acquire evidence relevant to the research questions.
MGMT4500,4,Acquire a body of evidence relevant to the problem by using the appropriate research methods.
MGMT4500,5,Critically analyse the gathered evidence using appropriate method of analysis.
MGMT4500,6,Synthesise results and/or findings to inform appropriate solutions related to the problem.
MGMT4500,7,Consider the theoretical and practical implications of the chosen solutions for both the literature and society.
MGMT4500,8,Produce a structured written thesis which shows the position of the candidate in relation to the underlying problem.
MGMT7007,1,"Identify issues that relate to the relationship between the corporation, its natural environmental and social sustainability"
MGMT7007,2,Apply sustainability concepts in the business context
MGMT7007,3,Discuss contemporary issues driving business model innovation for sustainability
MGMT7007,4,Argue the business case for sustainability for an organisation
MGMT7007,5,Interpret intervention options for organisational change in pursuit of corporate sustainability
MGMT7007,6,Devise appropriate actions and tactics to address sustainability strategies for the organisation
MGMT7008,1,Distinguish between the different concepts and theories of management related to digital business;
MGMT7008,2,Establish the roles and functions of managers within organisations;
MGMT7008,3,Recognise the challenges of managing dynamic and complex organisations in a global context;
MGMT7008,4,Consider how external environments impact on organisations and business models;
MGMT7008,5,Recognise the social and ethical implications of management decisions in both domestic and international contexts;
MGMT7008,6,"Reflect on the emerging evidence about changing nature of management, institutions, markets, and impact on business models; and"
MGMT7008,7,Generate business models appropriate for technology-enabled organisations.
MGMT7020,1,"Identify the role of technology and project management in organisational strategy, operations and innovation. (Ask and Understand)"
MGMT7020,2,Determine technology and project based strategies to address organisational opportunities and problems. (Acquire and Apply)
MGMT7020,3,Gauge the quality of available evidence in the domains of technology and project management. (Appraise and Analyse)
MGMT7020,4,Implement the appropriate course of action based on relevant approaches and evidence. (Aggregate and Evaluate)
MGMT7020,5,"Recognise the organisational, social and ethical implications of the courses of action. (Apply and Evaluate)"
MGMT7020,6,Develop a portfolio approach to realise operational and strategic benefits. (Assess + Create)
MGMT7024,1,Identify the contextual factors affecting project monitoring and control during the project execution phase. (Ask + Remember)
MGMT7024,2,Implement evidence-based project control. (Acquire + Understand)
MGMT7024,3,Gauge the quality of available evidence to evaluate the project progress. ( Appraise + analyse)
MGMT7024,4,"Ascertain the appropriate corrective actions based on relevant approaches and evidence to ensure that project status is effectively monitored, managed and communicated. (Aggregate + evaluate)"
MGMT7024,5,Recognize the implications of the courses of actions on project outcomes. (Apply + evaluate)
MGMT7024,6,Devise a project execution report for future project monitoring and control (Assess + create)
MGMT7060,1,Classify historical and contemporary approaches to leadership and expertise and distinguish the consequences of these approaches on how people work (Ask & Understand);
MGMT7060,2,"Use appropriate theories and frameworks to address specific leadership, interpersonal and organisational challenges (Acquire & Apply);"
MGMT7060,3,"Critique the factors and events contributing to success in leadership, adaptation and innovation based on strong research literacy (Appraise & Evaluate);"
MGMT7060,4,Summarise relevant empirical evidence regarding the contextual and organisational factors influencing the way people think and act at work (Aggregate & Analyse);
MGMT7060,5,Integrate evidence from diverse disciplines to find new ways of thinking and leading (Aggregate & Create);
MGMT7060,6,Generate a plan for leading thought with regard to solutions to the social and environmental challenges faced by today’s leaders (Apply & Create);
MGMT7060,7,Reflect on feedback provided during tasks and exercises to improve meta-cognitive and leadership skills (Assess & Evaluate).
MGMT7061,1,Determine frameworks for inspiring people and teams and motivating them to perform at a higher level (Ask & Apply);
MGMT7061,2,Construct a development framework to grow your team leadership capability (Acquire & Apply);
MGMT7061,3,"Critique the strategies, models and behavioural approaches that help you to lead individuals and teams (Appraise & Evaluate);"
MGMT7061,4,Evaluate the performance and effectiveness of work teams (Appraise & Evaluate);
MGMT7061,5,Summarise relevant empirical evidence regarding your team performance (Aggregate & Analyse);
MGMT7061,6,Integrate evidence from diverse disciplines to find new ways of thinking and leading (Aggregate & Create);
MGMT7061,7,Coach your teams to function at a higher and more successful level (Apply & Create);
MGMT7061,8,Develop new insights into your team leadership style (Apply & Create);
MGMT7061,9,Reflect on class and peer feedback provided during tasks and exercises to improve meta-cognitive and leadership skills (Assess & Evaluate).
MGMT7062,1,Identify through research the range of ways that leaders have a social impact (Ask & Remember);
MGMT7062,2,Explain how leaders can use and abuse power (Acquire & Understand);
MGMT7062,3,Critique relevant pro-social leadership theories and the role of leaders in achieving a positive societal impact (Appraise & Adapt);
MGMT7062,4,Integrate frameworks to make decisions involving ethical dilemmas (Aggregate & Analyse);
MGMT7062,5,Consider the intra- and interpersonal competencies involved with achieving a positive social impact (Apply & Evaluate);
MGMT7062,6,Develop personal awareness by reflecting on the leadership capability required to make decisions that balance social and economic goals (Assess & Create).
MGMT7067,1,Explain the role of historical events on Indigenous people in in contemporary Australian society
MGMT7067,2,Identify the decision makers within the public sector
MGMT7067,3,Critically assess the legal and administrative bases of decision making within the public sector
MGMT7067,4,Identify the various avenues for challenging administrative and government decisions
MGMT7067,5,Analyse key public sector legislation within Australia
MGMT7107,1,"analyse an organisation’s internal and external strategically relevant environments by applying appropriate theories, models, and/or frameworks, including to scenarios deriving from students' personal work experience;"
MGMT7107,2,formulate appropriate strategies to gain a competitive advantage at both business unit and corporate levels;
MGMT7107,3,evaluate alternative strategy options; and
MGMT7107,4,communicate strategies or strategic alternatives both in writing and verbally to facilitate organisational decision-making and problem-solving.
MGMT7153,1,Identify their leadership character strengths (Ask & Remember);
MGMT7153,2,Recognise personal motivations and how they influence life decisions (Acquire & Understand);
MGMT7153,3,Apply emotional intelligence to leadership (Appraise & Apply);
MGMT7153,4,Ascertain how their own mindset influences their leadership (Appraise & Analyse);
MGMT7153,5,Summarise how personal physiology affects personal leadership (Aggregate & Analyse);
MGMT7153,6,Critique arguments related to the use of pro-social behaviour in personal leadership and developing others (Apply & Evaluate);
MGMT7153,7,Critique different approaches to dealing with stress and building resilience (Apply & Evaluate);
MGMT7153,8,Design an action plan that builds personal leadership capacity (Assess & Create).
MGMT7161,1,Identify opportunities and the drivers of new venture creation processes;
MGMT7161,2,Summarise techniques for identifying new venture opportunities;
MGMT7161,3,"Design a new venture concept (for-profit, not-for-profit or social venture) and an innovative business model for implementing it;"
MGMT7161,4,Evaluate the resources required for implementing the designed concept and business model;
MGMT7161,5,Create a comprehensive new venture proposal with supporting documentation;
MGMT7161,6,Integrate new venture concepts and techniques in a pitch to an investor panel.
MGMT7165,1,"Describe the contexts, drivers, types and focal outcomes of innovation"
MGMT7165,2,"Apply frameworks to identify problem areas that need new approaches, potential focus areas for innovation and appropriate drivers, constraints and frameworks"
MGMT7165,3,"Analyse cases to illustrate different approaches to innovation, including their processes and outcomes in different contexts"
MGMT7165,4,"Implement basic tools & frameworks in the scoping, evaluation, implementation and management of innovations"
MGMT7165,5,Integrate concepts and theories with real cases of local innovation ecosystems
MGMT7165,6,"Evaluate ideas, relationships, resources and networks by engaging with innovation stakeholders"
MGMT7165,7,Reflect on the significance of innovation in their personal future careers and society at large
MGMT7169,1,"define, explain and illustrate key high-level concepts in project management including the ITO Model, project scoping, planning, governance, issues and risk management, monitoring, evaluation and project closeout; and,"
MGMT7169,2,"make considered judgements about the worth, strengths and weaknesses of the proprietary project management methodologies in common use throughout industry today."
MGMT7170,1,explain and illustrate the organisational context and environment within which project management operates;
MGMT7170,2,"define, explain and illustrate the project management framework and common tools;"
MGMT7170,3,explain and illustrate the linkages and interrelationships of strategic deployment and project management from a strategic perspective;
MGMT7170,4,"examine, reflect and comment upon contemporary issues in project management both nationally and internationally; and,"
MGMT7170,5,"communicate effectively in oral and written forms about business project management using appropriate concepts, logic and rhetorical conventions"
MGMT7171,1,Identify the key HRM functions and operations;
MGMT7171,2,"Define, explain, illustrate and reason with the key human resource management concepts;"
MGMT7171,3,"Identify the linkages between HRM functions and operations and organisational strategies, structures and culture;"
MGMT7171,4,"Reflect and comment in a way that demonstrates awareness of the different contexts that impact on the operation of HRM; and,"
MGMT7171,5,"Exhibit behaviour and performance that demonstrates enhanced competence in decision-making, group leadership, oral and written communication, critical thinking, problem-solving, planning and team work."
MGMT7250,1,Describe Evidence-based practice (EBP) in Management and its basic principles and its core and functional capabilities.
MGMT7250,2,Identify problems that require decision-making based on knowledge of research fundamentals and EBP principles and capabilities (ASK)
MGMT7250,3,Establish the search strategy to acquire the best available evidence relevant to the problem (ACQUIRE)
MGMT7250,4,"Ascertain the methodological appropriateness, quality, and trustworthiness of evidence (APPRAISE)"
MGMT7250,5,Integrate different types of relevant evidence towards finding solutions to the problem (AGGREGATE)
MGMT7250,6,Generate and implement best solutions to the problem with due consideration of their social and ethical implications (APPLY)
MGMT7250,7,Evaluate feedback obtained on applied solutions for necessary adjustment (ASSESS)
MGMT7250,8,Generate insights and decision-making awareness through self-reflection (ASSESS)
MGMT7251,1,"Describe the contexts, drivers, types, and focal outcomes of innovation;"
MGMT7251,2,"Apply frameworks to identify problem areas that need new approaches, potential focus areas for innovation, and appropriate drivers, constraints, and frameworks;"
MGMT7251,3,"Analyse cases to illustrate different approaches to innovation, including their processes and outcomes in different contexts;"
MGMT7251,4,"Implement basic tools & frameworks in the scoping, evaluation, implementation, and management of innovations;"
MGMT7251,5,Integrate concepts and theories with real cases of local innovation ecosystems;
MGMT7251,6,"Evaluate ideas, relationships, resources, and networks by engaging with innovation stakeholders; and"
MGMT7251,7,Reflect on the significance of innovation in their personal future careers and society at large.
MGMT8003,1,"List relevant theories, models, and methods for organizational behaviours. (Remember + Ask)"
MGMT8003,2,"Accurately define different theories, models, and methods for organizational behaviours. (Remember + Ask)"
MGMT8003,3,Critically discuss human behaviours in the workplace from a relevant theoretical standpoint. (Acquire + Analyse)
MGMT8003,4,Recall the weaknesses and strengths of different theories relevant to organizational behaviour.(Understand + Aggregate)
MGMT8003,5,Gauge the impacts of their own experience from the relevant theoretical framework. (Appraise + Analyse)
MGMT8003,6,"Apply theoretical models and concepts to current organizational practices, problems, and issues. (Apply + Adapt)"
MGMT8003,7,Develop a research proposal in the area of organizational behaviour. (Apply + Create)
MGMT8003,8,Devise evidence-based strategies and recommendations to address an organizational problem. (Assess + Create)
MGMT8005,1,Describe the unique characteristics and challenges in creating and maintaining a governance framework which supports (and documents) transparent decision-making;
MGMT8005,2,Explain with examples and illustrate the limitations of risk management tools and techniques;
MGMT8005,3,Critically discuss the nature of risk and its impact on the project environment;
MGMT8005,4,"Develop a strong knowledge of the interdependencies of the cyclical risk management process (identification, analysis, treatment, monitoring);"
MGMT8005,5,"Analyse the quality of a project risk management framework in real-life scenarios; and,"
MGMT8005,6,Create a project risk management plan for the delivery of projects of scaleable sizes.
MGMT8006,1,Demonstrate an understanding of the philosophical origins of the different methodological approaches used in management and organization.
MGMT8006,2,Identify management and organization problems and ensuing research needs through the critical analysis of extant knowledge.
MGMT8006,3,Recognize the role of scientific theory in relating and representing the management and organization world.
MGMT8006,4,Implement the scientific method when translating management and organization research needs into formal research questions and goals.
MGMT8006,5,Apply inquiry to investigate management and organization issues with the goal to expand theoretical knowledge in the field by using the scientific method.
MGMT8006,6,Differentiate between the various scientific explanations of management and organization phenomena.
MGMT8006,7,Critically evaluate the different research approaches and designs used in management and organization research.
MGMT8006,8,Develop a proposal that acknowledges the role of values and ethics in the unique kinds of theorizing in the areas of management and organization.
MGMT8007,1,demonstrate theoretical and critical knowledge in and across the different business and management courses in the MBA program using an evidence-based decision-making and practice framework.
MGMT8007,2,critically analyse disciplinary information and knowledge from different sources and stakeholders using evidence-based tools and reasoning.
MGMT8007,3,systematically and critically apply the best available evidence from and across the different disciplines to provide solutions in complex business environments.
MGMT8007,4,effectively translate the findings from their research into practical recommendations
MGMT8007,5,ascertain important supportive conditions for the implementation of recommended evidence-based practices
MGMT8007,6,reflect on their learning experience to demonstrate that they have effectively achieved the learning outcomes the MBA program.
MGMT8007,7,"effectively present an integrated and culminated learning experience together with the research findings, both orally and in writing."
MGMT8008,1,Frame business growth challenges using dynamic and systemic analysis tools
MGMT8008,2,"Illustrate the interrelation between external market opportunities, internal capabilities and business growth dynamics"
MGMT8008,3,Identify growth opportunities for the client organisation
MGMT8008,4,Use formal criteria to choose amongst growth opportunities for the client organisation
MGMT8008,5,"Develop a comprehensive growth strategy for a new initiative, whether a post-start-up entrepreneurial venture or a business growth initiative within a large established corporation"
MGMT8008,6,Integrate critical thinking and problem solving skills in multidisciplinary and cross-cultural teams to address business dilemmas
MGMT8008,7,Create a substantial shared project on business growth opportunities
MGMT8008,8,Reflect on recommendations about business growth opportunities presented to an external client
MGMT8009,1,"define, explain and illustrate a range of strategic management theories;"
MGMT8009,2,"analyse an organisation’s internal and external strategically relevant environments by applying appropriate theories, models and heuristics;"
MGMT8009,3,undertake an applied research project in the field of strategic management;
MGMT8009,4,explain how to apply evidence-based best practice strategy analysis and execution;
MGMT8009,5,"demonstrate a critical understanding of strategic management theories and current empirical research associated with the topics covered in this course; and,"
MGMT8009,6,"communicate effectively in oral and written forms about strategic management theories and their application using appropriate concepts, logic and rhetorical conventions."
MGMT8010,1,"List relevant theories, models, and methods for organizational behaviours. (Remember + Ask)"
MGMT8010,2,"Accurately define different theories, models, and methods for organizational behaviours. (Remember + Ask)"
MGMT8010,3,Critically discuss human behaviours in the workplace from a relevant theoretical standpoint. (Acquire + Analyse)
MGMT8010,4,Recall the weaknesses and strengths of different theories relevant to organizational behaviour.(Understand + Aggregate)
MGMT8010,5,Gauge the impacts of their own experience from the relevant theoretical framework. (Appraise + Analyse)
MGMT8010,6,"Apply theoretical models and concepts to current organizational practices, problems, and issues. (Apply + Adapt)"
MGMT8010,7,Develop a research proposal in the area of organizational behaviour. (Apply + Create)
MGMT8010,8,Devise evidence-based strategies and recommendations to address an organizational problem. (Assess + Create)
MGMT8015,1,Describe basic concepts underlying the domain of Entrepreneurship and Innovation
MGMT8015,2,"Identify problems, challenges, needs, opportunities for the use of innovation in existing organisations and in new ventures"
MGMT8015,3,Critique the tools and frameworks used in innovations and new ventures
MGMT8015,4,"Evaluate ideas, relationships, resources and networks by engaging E&I"
MGMT8015,5,Integrate concepts and theories with real cases of E&I
MGMT8015,6,Reflect on the personal significance of E&I in their future careers
MGMT8018,1,Identify the need for a qualitative study through theoretical and empirical critical analysis of the literature
MGMT8018,2,Translate the problem into a set of clearly defined research questions for a full qualitative study
MGMT8018,3,Determine the appropriate qualitative or mixed methodology to acquire evidence relevant to the research questions
MGMT8018,4,Acquire a body of evidence using appropriate research methods
MGMT8018,5,Critically analyse the gathered evidence using appropriate method of analysis
MGMT8018,6,Synthesise findings from the pilot study to inform relevant academic literature and professional practice
MGMT8018,7,Produce structured written and oral proposals of the proposed full study including the findings from the pilot study
MGMT8019,1,Identify the circumstances that call for advanced quantitative research methods
MGMT8019,2,Discuss the formulation of the research question to be investigated
MGMT8019,3,Formalise hypotheses that are in line with the research question
MGMT8019,4,Use the appropriate method of research to collect data relevant to the hypotheses
MGMT8019,5,Critically evaluate the analytical strengths and limitations of the different empirical research methods
MGMT8019,6,Develop appropriate analytical strategies to test the specific hypothesis
MGMT8019,7,Use relevant software tools to implement hypothesis testing
MGMT8019,8,Critically interpret and discuss results of analyses through appropriate engagement with extant knowledge and theories
MGMT8019,9,"Synthesise findings, their meanings and subsequent recommendations competently in a structured written report"
MGMT8020,1,Analyse E&I challenges and opportunities in the context of the candidate’s own career
MGMT8020,2,Apply tools and frameworks presented in the E&I specialisation to real innovation challenges and/or new venture opportunities of high personal salience
MGMT8020,3,"Integrate knowledge and critical skills in the assessment of either (a) a new venture, or (b) a workplace innovation initiative, or (c) research and recommendations for policies and programs to enhance E&I activity across the economy, or (d) an integrative research project focusing on a particular application of E&I"
MGMT8020,4,Create an applied response to an innovation and/or new venture opportunity based on critical analysis and research
MGMT8020,5,Develop a personal agenda for integrating E&I thinking into the candidate’s future career
MGMT8022,1,"define, explain and illustrate a range of strategic management theories;"
MGMT8022,2,"analyse an organisation’s internal and external strategically relevant environments by applying appropriate theories, models and heuristics;"
MGMT8022,3,undertake an applied research project in the field of strategic management;
MGMT8022,4,explain how to apply evidence-based best practice strategy analysis and execution;
MGMT8022,5,"demonstrate a critical understanding of strategic management theories and current empirical research associated with the topics covered in this course; and,"
MGMT8022,6,"communicate effectively in oral and written forms about strategic management theories and their application using appropriate concepts, logic and rhetorical conventions."
MGMT8062,1,Describe the unique characteristics and challenges surrounding major projects. (Ask + Remember)
MGMT8062,2,Explain the various leadership and support roles in major projects (Acquire + Understand)
MGMT8062,3,Gauge the quality of project management methodologies and evidence in the context of major projects (appraise + analyse)
MGMT8062,4,Compile a communication plan so major projects are effectively communicated to senior executives. (aggregate+ evaluate)
MGMT8062,5,Consider a plan to manage conflicts in major projects ( Apply + Evaluate)
MGMT8062,6,Create a stakeholder management plan for major projects (Apply + Create)
MGMT8062,7,Select an effective approach to work with external contractors ( Assess + Create)
MGMT8170,1,Problematise within a relevant discipline through both theoretical and empirical critical analysis.
MGMT8170,2,Translate the problem into a set of clearly defined research questions to enable a scientific approach.
MGMT8170,3,Determine the appropriate research design and methodology to acquire evidence relevant to the research questions.
MGMT8170,4,Acquire a body of evidence relevant to the problem by using the appropriate research methods.
MGMT8170,5,Critically analyse the gathered evidence using appropriate method of analysis.
MGMT8170,6,Synthesise results and/or findings to inform appropriate solutions related to the problem.
MGMT8170,7,Consider the theoretical and practical implications of the chose solutions for both the literature and society.
MGMT8170,8,Produce a structured written thesis which shows the position of the candidate in relation to the underlying problem.
MGMT8172,1,Explain the theory and frameworks of the Special Topic domain.
MGMT8172,2,Explain the social and ethical implications of the Special Topic domain.
MGMT8172,3,Apply the knowledge and skills obtained through the study of the Special Topic to problems and issues arising in organisations and work situations.
MGMT8242,1,Frame business growth challenges using dynamic and systemic analysis tools
MGMT8242,2,"Illustrate the interrelation between external market opportunities, internal capabilities and business growth dynamics"
MGMT8242,3,Identify growth opportunities for the client organisation
MGMT8242,4,Use formal criteria to choose amongst growth opportunities for the client organisation
MGMT8242,5,"Develop a comprehensive growth strategy for a new initiative, whether a post-start-up entrepreneurial venture or a business growth initiative within a large established corporation"
MGMT8242,6,Integrate critical thinking and problem solving skills in multidisciplinary and cross-cultural teams to address business dilemmas
MGMT8242,7,Create a substantial shared project on business growth opportunities
MGMT8242,8,Reflect on recommendations about business growth opportunities presented to an external client
MGMT8270,1,"Distinguish between various leadership and change models and frameworks, their relevant foundations, and their strengths and weaknesses (Ask & Understand);"
MGMT8270,2,Choose appropriate models and approaches for addressing specific leadership and change challenges (Acquire & Apply);
MGMT8270,3,Summarise relevant contextual information and factors influencing effective leadership and change management practice (Aggregate & Analyse);
MGMT8270,4,Critique the factors and events contributing to failures in leadership and change implementation using applicable models and frameworks (Appraise & Evaluate);
MGMT8270,5,Reflect on feedback provided during cases and exercises to improve leadership and change skills (Assess & Evaluate);
MGMT8270,6,Integrate evidence from real-world leadership and change problems to find solutions (Aggregate & Create);
MGMT8270,7,Generate a plan for implementing a solution to leadership and change challenges in one’s life and work roles (Apply & Create).
MGMT8999,1,"Report principles, core and functional capabilities for Evidence-based practice (EBP) in Management"
MGMT8999,2,Appraise contemporary issues in project management both nationally and internationally
MGMT8999,3,Demonstrate an understanding of the nature and process of management consulting
MGMT8999,4,"Evaluate and orally present ideas, relationships, resources and networks by engaging with innovation stakeholders"
MGMT8999,5,Integrate management principles in a comprehensive written format.
MKTG2001,1,Identify marketing problem(s) to assist in decision making
MKTG2001,2,Choose the methodologies to acquire evidence in an ethical manner to address the marketing problem.
MKTG2001,3,Retrieve primary and secondary data to solve the marketing problem
MKTG2001,4,"Establish the methodological quality, reliability and validity of the data collected"
MKTG2001,5,Integrate all types of relevant evidence towards finding solutions to the marketing problem
MKTG2001,6,Find solutions to the marketing problem based on the integrated relevant evidence
MKTG2001,7,Produce an evidence-based marketing report to maximise likelihood of effective implementation of solutions.
MKTG2002,1,"Identify the impact of social, economic and environmental change and the opportunities and threats these pose to individuals and the organisation"
MKTG2002,2,"Apply sustainability thinking into marketing actions, including innovation, planning and implementation"
MKTG2002,3,Differentiate how consumption decisions underpin both positive and negative social and ecological impacts
MKTG2002,4,Devise marketing tactics to drive sustainable consumption behaviour
MKTG2002,5,Defend effectively both verbally and in written form proposed sustainable marketing tactics to a broad range of stakeholders
MKTG2003,1,Describe a financial service organisation’s marketing-critical internal and external environments
MKTG2003,2,"Apply marketing theories, models, and/or frameworks appropriate to a financial service organisation’s marketing environment"
MKTG2003,3,Analyse the financial services industry marketing environment using extant theories and frameworks for both empirical and theoretical insights
MKTG2003,4,Create marketing strategies in a financial services industry setting based on relevant empirical and theoretical analytical insights
MKTG2003,5,"Generate differentiated value propositions for a financial services organisation based on appropriate theories, models, and/or framework"
MKTG2003,6,"Defend both verbally and in written forms, strategies or strategic alternatives to facilitate organisational marketing decision-making and problem-solving in the financial services sector"
MKTG2004,1,"Define, explain and illustrate marketing concepts, including the marketing mix, and their application to profit oriented and non-profit organisations"
MKTG2004,2,Explain and illustrate how marketing is integrated with other functional areas of business
MKTG2004,3,Explain and illustrate the need for a marketing orientation in a competitive business environment
MKTG2004,4,"Identify and analyse problems, and then make recommendations for practical implementation, using live case studies and theory"
MKTG2004,5,"Apply marketing concepts, illustrating the importance of major marketing decisions"
MKTG2004,6,"Communicate effectively, individually and in teams, in oral presentation and written forms using the concepts and terminology of the marketing discipline"
MKTG2023,1,"Define, explain and illustrate services marketing concepts, including the services marketing mix, and their application to profit oriented and non-profit service delivery;"
MKTG2023,2,Synthesise and relate theory from a range of academic sources to services marketing conceptual frameworks;
MKTG2023,3,"Consider the key elements underpinning the design, planning and implementation of services marketing plans and strategies;"
MKTG2023,4,"Critically evaluate case studies, identifying and analysing problems and then making recommendations for practical implementation; and,"
MKTG2023,5,"Communicate effectively, individually and in teams, in oral presentation and written forms using the concepts and terminology of the marketing discipline."
MKTG2031,1,Identify the major influences in consumer behaviour;
MKTG2031,2,Distinguish between different consumer behaviour influences and their relationships;
MKTG2031,3,Establish the relevance of consumer behaviour theories and concepts to marketing decisions;
MKTG2031,4,Implement appropriate combinations of theories and concepts;
MKTG2031,5,Recognise social and ethical implications of marketing actions on consumer behaviour; and
MKTG2031,6,Use appropriate techniques to apply market solutions.
MKTG2032,1,Identify factors at both micro and macro levels that impact e-marketing and its objectives;
MKTG2032,2,Describe the influential marketing decision making processes for the adoption of online technologies for consumers and organisations;
MKTG2032,3,Integrate marketing knowledge into online experiences for businesses and consumers;
MKTG2032,4,"Recommend appropriate online tools for achieving personal, business and organisational outcomes; and,"
MKTG2032,5,Critically evaluate opportunities and challenges faced by internet mediated business practices in uncertain market conditions.
MKTG2033,1,Appreciate the ways that communication through advertising influences and persuades consumers;
MKTG2033,2,Discuss the role of the advertising agency and its client relationships;
MKTG2033,3,Identify advertising's place in the communications mix;
MKTG2033,4,Discuss the decisions which need to be made in budgeting and planning for promotion;
MKTG2033,5,Research and prepare a profile of media habits for a given target market;
MKTG2033,6,Set promotional objectives and identify their relationship with the strategic plan;
MKTG2033,7,"Identify and discuss a range of creative strategies in advertising; and,"
MKTG2033,8,Explain and illustrate Integrated Marketing Communication decision making and planning
MKTG3023,1,Engage in group based decision making activities including collaborative reporting and accepting joint responsibility;
MKTG3023,2,"Engage in strategic thinking including projecting future outcomes, setting goals, and reflecting on the implementation process to reach those goals;"
MKTG3023,3,"Integrate marketing theory, prior practice and prior learning into the strategic marketing environment; and,"
MKTG3023,4,"Communicate effectively in oral and written forms about marketing strategy using appropriate concepts, logic and rhetorical conventions."
MKTG4500,1,Problematise within a relevant discipline through both theoretical and empirical critical analysis.
MKTG4500,2,Translate the problem into a set of clearly defined research questions to enable a scientific approach.
MKTG4500,3,Determine the appropriate research design and methodology to acquire evidence relevant to the research questions.
MKTG4500,4,Acquire a body of evidence relevant to the problem by using the appropriate research methods.
MKTG4500,5,Critically analyse the gathered evidence using an appropriate method of analysis.
MKTG4500,6,Synthesise results and/or findings to inform appropriate solutions related to the problem.
MKTG4500,7,Consider the theoretical and practical implications of the chosen solutions for both the literature and society.
MKTG4500,8,Produce a structured written thesis that shows the position of the candidate in relation to the underlying problem.
MKTG7001,1,"Define marketing concepts, including the marketing mix, and their application to organisations;"
MKTG7001,2,Explain the need for a marketing orientation in the competitive global business environment;
MKTG7001,3,Apply an evidence-based approach to decision making to achieve the organization's goals and objectives;
MKTG7001,4,Assess the tactical use of the components of the marketing mix consistent with evidence from marketing analysis and strategy to ensure company's success in capturing and creating more value;
MKTG7001,5,"Synthesize the various strategies (new business strategy, core growth strategies, new product strategies, defensive strategy and portfolio strategy) in view of creating a solid overall marketing plan;"
MKTG7001,6,"Create a marketing plan based on the synchronization the organisation's activities and on the combination of market research, marketing analysis and one or several of the marketing strategies learned in the course work;"
MKTG7001,7,Reassess the role of marketing in the organization as a critical process beyond a mere function;
MKTG7001,8,Reflect on (i) the challenges and opportunities presented by an evidence-based marketing approach to organisations and businesses and (ii) the material covered during the class sessions and how they have contributed to students' learning.
MKTG7023,1,"By completing this course, students will: Appreciate the challenges facing the services marketing in traditional commercial marketing, e-marketing and non commercial environments; Appreciate the difference between marketing physical products and intangible services, including dealing with the extended services marketing mix, and the four unique traits of services marketing; Recognise the challenges faced in services delivery as outlined in the services gap model; Develop professional business writing skills"
MKTG7027,1,Identify the elements of the CBBE model
MKTG7027,2,Describe how a brand can be positioned
MKTG7027,3,Critically appraise the relationship of brand narratives and imagery with brand resonance
MKTG7027,4,Analyse the effectiveness of brand experiences
MKTG7027,5,"Produce a CBBE brand audit taking into account theoretical advances, managerial practices and ethical considerations"
MKTG7027,6,Design a film or video that could be used as a brand narrative or imagery
MKTG7028,1,Define the core elements of Digital Marketing Strategy (DMS) as they relate to the marketer’s mindset;
MKTG7028,2,Describe the digital marketing strategy setting processes;
MKTG7028,3,Critically appraise the integration of DMS into broader marketing strategies;
MKTG7028,4,Critically evaluate opportunities and challenges faced by internet mediated business practices in uncertain market conditions;
MKTG7028,5,"Engage online platforms, tools and software to achieve marketing outcomes; and,"
MKTG7028,6,"Create elements of digital marketing communications campaigns such as online, digital and social media content."
MKTG7029,1,Define the core elements of Integrated Marketing Communications as a marketer’s mindset;
MKTG7029,2,Describe the digital marketing communication processes;
MKTG7029,3,Critically appraise the integration of DMC into broader marketing strategies;
MKTG7029,4,Assess online marketing campaign case studies;
MKTG7029,5,Critically evaluate opportunities and challenges faced by internet-mediated business practices in uncertain market conditions;
MKTG7029,6,"Engage online platforms, tools, and software to achieve marketing outcomes; and"
MKTG7029,7,"Create elements of digital marketing communications campaigns such as online, digital, and social media content."
MKTG7035,1,Classify strategies for entering export markets from extant knowledge and research
MKTG7035,2,Apply core theoretical concepts in international marketing to find practical solutions to constraints of small businesses
MKTG7035,3,Differentiate the merits of varied solutions in the profession of marketing and business development
MKTG7035,4,Synthesise feedback obtained from real world critique and evidence gathered from different sources to address problems related to international marketing
